education_id,EdLevel,candidate_id
14030,Master,14030
14031,Master,14031
14032,Undergraduate,14032
14033,Undergraduate,14033
14034,Master,14034
14035,Other,14035
14036,NoHigherEd,14036
14037,Master,14037
14038,Master,14038
14039,Other,14039
14040,Master,14040
14041,Undergraduate,14041
14042,Master,14042
14043,Undergraduate,14043
14044,Undergraduate,14044
14045,Master,14045
14046,Undergraduate,14046
14047,Undergraduate,14047
14048,Undergraduate,14048
14049,Undergraduate,14049
14050,Undergraduate,14050
14051,Master,14051
14052,Undergraduate,14052
14053,Other,14053
14054,Undergraduate,14054
14055,Other,14055
14056,Undergraduate,14056
14057,Undergraduate,14057
14058,Undergraduate,14058
14059,Other,14059
14060,Undergraduate,14060
14061,Master,14061
14062,Other,14062
14063,Master,14063
14064,Other,14064
14065,Undergraduate,14065
14066,Undergraduate,14066
14067,Undergraduate,14067
14068,Undergraduate,14068
14069,Undergraduate,14069
14070,Undergraduate,14070
14071,Undergraduate,14071
14072,Undergraduate,14072
14073,Master,14073
14074,Undergraduate,14074
14075,Undergraduate,14075
14076,Undergraduate,14076
14077,Master,14077
14078,Other,14078
14079,PhD,14079
14080,Other,14080
14081,Master,14081
14082,Undergraduate,14082
14083,Undergraduate,14083
14084,Undergraduate,14084
14085,Undergraduate,14085
14086,PhD,14086
14087,Undergraduate,14087
14088,Undergraduate,14088
14089,Undergraduate,14089
14090,Undergraduate,14090
14091,Undergraduate,14091
14092,Master,14092
14093,Undergraduate,14093
14094,Undergraduate,14094
14095,Other,14095
14096,Undergraduate,14096
14097,Undergraduate,14097
14098,Undergraduate,14098
14099,Undergraduate,14099
14100,Undergraduate,14100
14101,Undergraduate,14101
14102,Other,14102
14103,Master,14103
14104,Undergraduate,14104
14105,Other,14105
14106,Other,14106
14107,Master,14107
14108,Other,14108
14109,Undergraduate,14109
14110,Undergraduate,14110
14111,Other,14111
14112,Master,14112
14113,Undergraduate,14113
14114,Undergraduate,14114
14115,Master,14115
14116,Undergraduate,14116
14117,NoHigherEd,14117
14118,Undergraduate,14118
14119,Other,14119
14120,Undergraduate,14120
14121,Undergraduate,14121
14122,Master,14122
14123,Undergraduate,14123
14124,Undergraduate,14124
14125,Master,14125
14126,Master,14126
14127,Master,14127
14128,Undergraduate,14128
14129,Undergraduate,14129
14130,Undergraduate,14130
14131,Undergraduate,14131
14132,Master,14132
14133,Undergraduate,14133
14134,Undergraduate,14134
14135,Undergraduate,14135
14136,Undergraduate,14136
14137,Undergraduate,14137
14138,Undergraduate,14138
14139,Undergraduate,14139
14140,NoHigherEd,14140
14141,Undergraduate,14141
14142,Undergraduate,14142
14143,Undergraduate,14143
14144,Undergraduate,14144
14145,Other,14145
14146,Undergraduate,14146
14147,Master,14147
14148,Other,14148
14149,Undergraduate,14149
14150,Undergraduate,14150
14151,Undergraduate,14151
14152,Undergraduate,14152
14153,Master,14153
14154,Master,14154
14155,Master,14155
14156,Undergraduate,14156
14157,Undergraduate,14157
14158,Undergraduate,14158
14159,Master,14159
14160,Master,14160
14161,Other,14161
14162,Undergraduate,14162
14163,Undergraduate,14163
14164,Other,14164
14165,NoHigherEd,14165
14166,Undergraduate,14166
14167,Other,14167
14168,Undergraduate,14168
14169,Other,14169
14170,Master,14170
14171,Master,14171
14172,Undergraduate,14172
14173,Undergraduate,14173
14174,Undergraduate,14174
14175,Master,14175
14176,Undergraduate,14176
14177,Master,14177
14178,Undergraduate,14178
14179,Undergraduate,14179
14180,Other,14180
14181,Undergraduate,14181
14182,Master,14182
14183,Master,14183
14184,Undergraduate,14184
14185,Undergraduate,14185
14186,Other,14186
14187,Undergraduate,14187
14188,Undergraduate,14188
14189,Master,14189
14190,Undergraduate,14190
14191,Master,14191
14192,Undergraduate,14192
14193,Undergraduate,14193
14194,Undergraduate,14194
14195,Other,14195
14196,Undergraduate,14196
14197,Undergraduate,14197
14198,Master,14198
14199,Master,14199
14200,Other,14200
14201,Other,14201
14202,Master,14202
14203,Undergraduate,14203
14204,NoHigherEd,14204
14205,Other,14205
14206,Undergraduate,14206
14207,PhD,14207
14208,Undergraduate,14208
14209,Undergraduate,14209
14210,Master,14210
14211,Undergraduate,14211
14212,Undergraduate,14212
14213,NoHigherEd,14213
14214,Undergraduate,14214
14215,Undergraduate,14215
14216,Master,14216
14217,NoHigherEd,14217
14218,NoHigherEd,14218
14219,Undergraduate,14219
14220,Undergraduate,14220
14221,Other,14221
14222,Master,14222
14223,Undergraduate,14223
14224,Undergraduate,14224
14225,Master,14225
14226,Undergraduate,14226
14227,Undergraduate,14227
14228,Master,14228
14229,Undergraduate,14229
14230,NoHigherEd,14230
14231,Master,14231
14232,Master,14232
14233,Undergraduate,14233
14234,Master,14234
14235,Undergraduate,14235
14236,Undergraduate,14236
14237,PhD,14237
14238,Master,14238
14239,Undergraduate,14239
14240,NoHigherEd,14240
14241,Undergraduate,14241
14242,Other,14242
14243,Undergraduate,14243
14244,Undergraduate,14244
14245,Undergraduate,14245
14246,Master,14246
14247,Undergraduate,14247
14248,Master,14248
14249,Undergraduate,14249
14250,Undergraduate,14250
14251,Undergraduate,14251
14252,Undergraduate,14252
14253,Undergraduate,14253
14254,Undergraduate,14254
14255,Other,14255
14256,Undergraduate,14256
14257,NoHigherEd,14257
14258,Undergraduate,14258
14259,Undergraduate,14259
14260,Undergraduate,14260
14261,Undergraduate,14261
14262,Undergraduate,14262
14263,Other,14263
14264,Undergraduate,14264
14265,Undergraduate,14265
14266,Master,14266
14267,Undergraduate,14267
14268,Undergraduate,14268
14269,Other,14269
14270,Master,14270
14271,Undergraduate,14271
14272,Undergraduate,14272
14273,Undergraduate,14273
14274,Other,14274
14275,Undergraduate,14275
14276,Undergraduate,14276
14277,Undergraduate,14277
14278,Undergraduate,14278
14279,Undergraduate,14279
14280,Master,14280
14281,Master,14281
14282,Undergraduate,14282
14283,Other,14283
14284,Undergraduate,14284
14285,Other,14285
14286,Other,14286
14287,Master,14287
14288,NoHigherEd,14288
14289,Undergraduate,14289
14290,Undergraduate,14290
14291,Undergraduate,14291
14292,Other,14292
14293,Other,14293
14294,Undergraduate,14294
14295,Undergraduate,14295
14296,NoHigherEd,14296
14297,Undergraduate,14297
14298,Other,14298
14299,Undergraduate,14299
14300,Undergraduate,14300
14301,Undergraduate,14301
14302,Undergraduate,14302
14303,Undergraduate,14303
14304,Other,14304
14305,Master,14305
14306,Undergraduate,14306
14307,Undergraduate,14307
14308,Undergraduate,14308
14309,Other,14309
14310,NoHigherEd,14310
14311,Other,14311
14312,Undergraduate,14312
14313,Master,14313
14314,Undergraduate,14314
14315,Undergraduate,14315
14316,Undergraduate,14316
14317,Undergraduate,14317
14318,Undergraduate,14318
14319,Master,14319
14320,Undergraduate,14320
14321,Undergraduate,14321
14322,Undergraduate,14322
14323,Undergraduate,14323
14324,Undergraduate,14324
14325,Master,14325
14326,Master,14326
14327,Undergraduate,14327
14328,Undergraduate,14328
14329,Undergraduate,14329
14330,Undergraduate,14330
14331,Undergraduate,14331
14332,Master,14332
14333,Master,14333
14334,Undergraduate,14334
14335,Undergraduate,14335
14336,Undergraduate,14336
14337,Master,14337
14338,Master,14338
14339,Undergraduate,14339
14340,Undergraduate,14340
14341,Undergraduate,14341
14342,Master,14342
14343,Master,14343
14344,Undergraduate,14344
14345,Undergraduate,14345
14346,Master,14346
14347,Undergraduate,14347
14348,Undergraduate,14348
14349,Undergraduate,14349
14350,Master,14350
14351,Other,14351
14352,Undergraduate,14352
14353,Undergraduate,14353
14354,Master,14354
14355,Master,14355
14356,Undergraduate,14356
14357,Master,14357
14358,Master,14358
14359,Other,14359
14360,NoHigherEd,14360
14361,Undergraduate,14361
14362,Undergraduate,14362
14363,Other,14363
14364,Master,14364
14365,Master,14365
14366,Master,14366
14367,Master,14367
14368,Other,14368
14369,Undergraduate,14369
14370,Undergraduate,14370
14371,Master,14371
14372,Undergraduate,14372
14373,Undergraduate,14373
14374,Undergraduate,14374
14375,Master,14375
14376,Master,14376
14377,NoHigherEd,14377
14378,Other,14378
14379,Undergraduate,14379
14380,Undergraduate,14380
14381,Master,14381
14382,Undergraduate,14382
14383,Master,14383
14384,Undergraduate,14384
14385,Master,14385
14386,Other,14386
14387,Undergraduate,14387
14388,Other,14388
14389,Other,14389
14390,Undergraduate,14390
14391,Undergraduate,14391
14392,Undergraduate,14392
14393,Master,14393
14394,Master,14394
14395,PhD,14395
14396,Undergraduate,14396
14397,Undergraduate,14397
14398,Undergraduate,14398
14399,Master,14399
14400,Undergraduate,14400
14401,Master,14401
14402,Master,14402
14403,Master,14403
14404,Undergraduate,14404
14405,Master,14405
14406,Undergraduate,14406
14407,Other,14407
14408,Undergraduate,14408
14409,Master,14409
14410,Undergraduate,14410
14411,Undergraduate,14411
14412,Master,14412
14413,Undergraduate,14413
14414,Undergraduate,14414
14415,Other,14415
14416,Undergraduate,14416
14417,Undergraduate,14417
14418,PhD,14418
14419,Other,14419
14420,Undergraduate,14420
14421,Master,14421
14422,Undergraduate,14422
14423,Other,14423
14424,Undergraduate,14424
14425,Undergraduate,14425
14426,Undergraduate,14426
14427,Other,14427
14428,NoHigherEd,14428
14429,Undergraduate,14429
14430,Master,14430
14431,Master,14431
14432,Undergraduate,14432
14433,Other,14433
14434,Master,14434
14435,Other,14435
14436,Other,14436
14437,Undergraduate,14437
14438,Other,14438
14439,Other,14439
14440,Undergraduate,14440
14441,NoHigherEd,14441
14442,Undergraduate,14442
14443,Master,14443
14444,Undergraduate,14444
14445,Master,14445
14446,Undergraduate,14446
14447,Undergraduate,14447
14448,Other,14448
14449,NoHigherEd,14449
14450,Other,14450
14451,Undergraduate,14451
14452,Master,14452
14453,Master,14453
14454,Other,14454
14455,Master,14455
14456,Master,14456
14457,Undergraduate,14457
14458,Undergraduate,14458
14459,Undergraduate,14459
14460,Other,14460
14461,Undergraduate,14461
14462,Other,14462
14463,Undergraduate,14463
14464,Undergraduate,14464
14465,Undergraduate,14465
14466,Undergraduate,14466
14467,Master,14467
14468,Undergraduate,14468
14469,Undergraduate,14469
14470,Other,14470
14471,Master,14471
14472,Undergraduate,14472
14473,Master,14473
14474,Master,14474
14475,Undergraduate,14475
14476,Master,14476
14477,Master,14477
14478,Undergraduate,14478
14479,Undergraduate,14479
14480,Undergraduate,14480
14481,Undergraduate,14481
14482,Master,14482
14483,Master,14483
14484,Other,14484
14485,Master,14485
14486,Master,14486
14487,Undergraduate,14487
14488,Undergraduate,14488
14489,Undergraduate,14489
14490,Undergraduate,14490
14491,Other,14491
14492,Master,14492
14493,Master,14493
14494,Undergraduate,14494
14495,Undergraduate,14495
14496,NoHigherEd,14496
14497,Undergraduate,14497
14498,PhD,14498
14499,Undergraduate,14499
14500,Master,14500
14501,Undergraduate,14501
14502,Undergraduate,14502
14503,Master,14503
14504,Master,14504
14505,Undergraduate,14505
14506,Master,14506
14507,Master,14507
14508,Undergraduate,14508
14509,Undergraduate,14509
14510,Undergraduate,14510
14511,Undergraduate,14511
14512,Other,14512
14513,Undergraduate,14513
14514,Other,14514
14515,Other,14515
14516,Other,14516
14517,Undergraduate,14517
14518,Other,14518
14519,Master,14519
14520,Undergraduate,14520
14521,Master,14521
14522,NoHigherEd,14522
14523,Undergraduate,14523
14524,NoHigherEd,14524
14525,Master,14525
14526,Undergraduate,14526
14527,Master,14527
14528,Other,14528
14529,Undergraduate,14529
14530,Master,14530
14531,Undergraduate,14531
14532,Undergraduate,14532
14533,Undergraduate,14533
14534,Master,14534
14535,Undergraduate,14535
14536,PhD,14536
14537,Undergraduate,14537
14538,Undergraduate,14538
14539,Other,14539
14540,Master,14540
14541,Undergraduate,14541
14542,PhD,14542
14543,Undergraduate,14543
14544,Undergraduate,14544
14545,Master,14545
14546,Master,14546
14547,Undergraduate,14547
14548,Other,14548
14549,Undergraduate,14549
14550,Undergraduate,14550
14551,Master,14551
14552,NoHigherEd,14552
14553,Master,14553
14554,Master,14554
14555,Other,14555
14556,Undergraduate,14556
14557,Undergraduate,14557
14558,Master,14558
14559,PhD,14559
14560,Master,14560
14561,NoHigherEd,14561
14562,Undergraduate,14562
14563,Other,14563
14564,Master,14564
14565,Undergraduate,14565
14566,Other,14566
14567,Undergraduate,14567
14568,Undergraduate,14568
14569,Undergraduate,14569
14570,Undergraduate,14570
14571,Master,14571
14572,Undergraduate,14572
14573,Master,14573
14574,Other,14574
14575,Other,14575
14576,Other,14576
14577,Undergraduate,14577
14578,Undergraduate,14578
14579,Master,14579
14580,Other,14580
14581,Undergraduate,14581
14582,Other,14582
14583,Undergraduate,14583
14584,Undergraduate,14584
14585,Undergraduate,14585
14586,Master,14586
14587,Other,14587
14588,Master,14588
14589,Undergraduate,14589
14590,Other,14590
14591,Other,14591
14592,Undergraduate,14592
14593,Undergraduate,14593
14594,Undergraduate,14594
14595,Undergraduate,14595
14596,Other,14596
14597,Undergraduate,14597
14598,Other,14598
14599,Undergraduate,14599
14600,Undergraduate,14600
14601,PhD,14601
14602,Master,14602
14603,Master,14603
14604,Other,14604
14605,Master,14605
14606,Undergraduate,14606
14607,Other,14607
14608,Other,14608
14609,Undergraduate,14609
14610,Undergraduate,14610
14611,Master,14611
14612,Undergraduate,14612
14613,Other,14613
14614,Undergraduate,14614
14615,Undergraduate,14615
14616,Undergraduate,14616
14617,Master,14617
14618,Master,14618
14619,Undergraduate,14619
14620,Master,14620
14621,Undergraduate,14621
14622,Undergraduate,14622
14623,Master,14623
14624,Undergraduate,14624
14625,Undergraduate,14625
14626,Master,14626
14627,PhD,14627
14628,Master,14628
14629,Other,14629
14630,Master,14630
14631,Other,14631
14632,Undergraduate,14632
14633,Undergraduate,14633
14634,Undergraduate,14634
14635,Master,14635
14636,Undergraduate,14636
14637,Undergraduate,14637
14638,Undergraduate,14638
14639,Undergraduate,14639
14640,Undergraduate,14640
14641,Other,14641
14642,Undergraduate,14642
14643,Undergraduate,14643
14644,Master,14644
14645,Master,14645
14646,Undergraduate,14646
14647,Undergraduate,14647
14648,Master,14648
14649,Other,14649
14650,Master,14650
14651,Undergraduate,14651
14652,Undergraduate,14652
14653,Master,14653
14654,Undergraduate,14654
14655,Undergraduate,14655
14656,Master,14656
14657,Undergraduate,14657
14658,PhD,14658
14659,Undergraduate,14659
14660,Undergraduate,14660
14661,Other,14661
14662,Master,14662
14663,Undergraduate,14663
14664,Undergraduate,14664
14665,PhD,14665
14666,Master,14666
14667,Master,14667
14668,Undergraduate,14668
14669,Master,14669
14670,Other,14670
14671,Undergraduate,14671
14672,Undergraduate,14672
14673,Master,14673
14674,Master,14674
14675,Other,14675
14676,Master,14676
14677,Master,14677
14678,Other,14678
14679,Other,14679
14680,Undergraduate,14680
14681,Undergraduate,14681
14682,Undergraduate,14682
14683,Other,14683
14684,Other,14684
14685,NoHigherEd,14685
14686,Undergraduate,14686
14687,Master,14687
14688,Other,14688
14689,Undergraduate,14689
14690,Master,14690
14691,Undergraduate,14691
14692,PhD,14692
14693,Undergraduate,14693
14694,Master,14694
14695,Undergraduate,14695
14696,NoHigherEd,14696
14697,Master,14697
14698,Other,14698
14699,Master,14699
14700,Undergraduate,14700
14701,Other,14701
14702,Undergraduate,14702
14703,Master,14703
14704,Other,14704
14705,Undergraduate,14705
14706,Undergraduate,14706
14707,Undergraduate,14707
14708,Other,14708
14709,Master,14709
14710,Undergraduate,14710
14711,Other,14711
14712,Master,14712
14713,NoHigherEd,14713
14714,NoHigherEd,14714
14715,Undergraduate,14715
14716,NoHigherEd,14716
14717,Undergraduate,14717
14718,Undergraduate,14718
14719,Undergraduate,14719
14720,Undergraduate,14720
14721,Undergraduate,14721
14722,Other,14722
14723,NoHigherEd,14723
14724,Master,14724
14725,Undergraduate,14725
14726,Undergraduate,14726
14727,Undergraduate,14727
14728,Master,14728
14729,Master,14729
14730,Master,14730
14731,Undergraduate,14731
14732,Other,14732
14733,Other,14733
14734,Master,14734
14735,Undergraduate,14735
14736,Undergraduate,14736
14737,Undergraduate,14737
14738,Undergraduate,14738
14739,Master,14739
14740,Other,14740
14741,Other,14741
14742,Undergraduate,14742
14743,Undergraduate,14743
14744,Undergraduate,14744
14745,Undergraduate,14745
14746,Undergraduate,14746
14747,Undergraduate,14747
14748,Undergraduate,14748
14749,Other,14749
14750,Undergraduate,14750
14751,Master,14751
14752,Undergraduate,14752
14753,Undergraduate,14753
14754,Other,14754
14755,Undergraduate,14755
14756,Other,14756
14757,Other,14757
14758,Undergraduate,14758
14759,Master,14759
14760,Undergraduate,14760
14761,Master,14761
14762,Undergraduate,14762
14763,Undergraduate,14763
14764,Master,14764
14765,Other,14765
14766,Undergraduate,14766
14767,PhD,14767
14768,NoHigherEd,14768
14769,Undergraduate,14769
14770,Other,14770
14771,Other,14771
14772,Other,14772
14773,Other,14773
14774,Undergraduate,14774
14775,Undergraduate,14775
14776,Undergraduate,14776
14777,Undergraduate,14777
14778,Other,14778
14779,Undergraduate,14779
14780,Master,14780
14781,Master,14781
14782,Undergraduate,14782
14783,Undergraduate,14783
14784,Undergraduate,14784
14785,Master,14785
14786,Master,14786
14787,NoHigherEd,14787
14788,Undergraduate,14788
14789,Other,14789
14790,Undergraduate,14790
14791,NoHigherEd,14791
14792,Other,14792
14793,Master,14793
14794,Other,14794
14795,Master,14795
14796,Master,14796
14797,Undergraduate,14797
14798,Other,14798
14799,NoHigherEd,14799
14800,Other,14800
14801,Undergraduate,14801
14802,Undergraduate,14802
14803,Master,14803
14804,Undergraduate,14804
14805,Master,14805
14806,Undergraduate,14806
14807,Undergraduate,14807
14808,Master,14808
14809,Undergraduate,14809
14810,Undergraduate,14810
14811,Master,14811
14812,Undergraduate,14812
14813,Master,14813
14814,Undergraduate,14814
14815,Undergraduate,14815
14816,Undergraduate,14816
14817,Undergraduate,14817
14818,Undergraduate,14818
14819,Undergraduate,14819
14820,Master,14820
14821,Undergraduate,14821
14822,Other,14822
14823,NoHigherEd,14823
14824,Undergraduate,14824
14825,Master,14825
14826,Undergraduate,14826
14827,Undergraduate,14827
14828,Other,14828
14829,Undergraduate,14829
14830,Master,14830
14831,NoHigherEd,14831
14832,Undergraduate,14832
14833,Other,14833
14834,Undergraduate,14834
14835,Undergraduate,14835
14836,Undergraduate,14836
14837,NoHigherEd,14837
14838,Master,14838
14839,Master,14839
14840,Undergraduate,14840
14841,Undergraduate,14841
14842,Undergraduate,14842
14843,Undergraduate,14843
14844,Master,14844
14845,Undergraduate,14845
14846,Undergraduate,14846
14847,Master,14847
14848,Undergraduate,14848
14849,Undergraduate,14849
14850,Master,14850
14851,Undergraduate,14851
14852,Undergraduate,14852
14853,Undergraduate,14853
14854,Undergraduate,14854
14855,Undergraduate,14855
14856,Undergraduate,14856
14857,Undergraduate,14857
14858,Other,14858
14859,Other,14859
14860,Master,14860
14861,Undergraduate,14861
14862,NoHigherEd,14862
14863,Undergraduate,14863
14864,Undergraduate,14864
14865,Undergraduate,14865
14866,Undergraduate,14866
14867,Undergraduate,14867
14868,Other,14868
14869,Undergraduate,14869
14870,Undergraduate,14870
14871,Other,14871
14872,Other,14872
14873,Undergraduate,14873
14874,Master,14874
14875,Master,14875
14876,Undergraduate,14876
14877,Other,14877
14878,Undergraduate,14878
14879,Undergraduate,14879
14880,PhD,14880
14881,Undergraduate,14881
14882,Undergraduate,14882
14883,Undergraduate,14883
14884,Master,14884
14885,Master,14885
14886,Undergraduate,14886
14887,Master,14887
14888,Master,14888
14889,Undergraduate,14889
14890,Master,14890
14891,Undergraduate,14891
14892,Undergraduate,14892
14893,Undergraduate,14893
14894,Undergraduate,14894
14895,Undergraduate,14895
14896,Undergraduate,14896
14897,Undergraduate,14897
14898,Other,14898
14899,Other,14899
14900,Undergraduate,14900
14901,Undergraduate,14901
14902,Master,14902
14903,Other,14903
14904,Undergraduate,14904
14905,Undergraduate,14905
14906,Undergraduate,14906
14907,Undergraduate,14907
14908,Undergraduate,14908
14909,Other,14909
14910,Undergraduate,14910
14911,Undergraduate,14911
14912,Master,14912
14913,Other,14913
14914,Undergraduate,14914
14915,Other,14915
14916,Undergraduate,14916
14917,Other,14917
14918,Other,14918
14919,Undergraduate,14919
14920,Other,14920
14921,Undergraduate,14921
14922,Undergraduate,14922
14923,Undergraduate,14923
14924,Other,14924
14925,Undergraduate,14925
14926,Undergraduate,14926
14927,Other,14927
14928,NoHigherEd,14928
14929,Undergraduate,14929
14930,Undergraduate,14930
14931,Master,14931
14932,Master,14932
14933,Undergraduate,14933
14934,Undergraduate,14934
14935,Undergraduate,14935
14936,Undergraduate,14936
14937,Undergraduate,14937
14938,NoHigherEd,14938
14939,Undergraduate,14939
14940,Undergraduate,14940
14941,NoHigherEd,14941
14942,Master,14942
14943,Master,14943
14944,Other,14944
14945,Other,14945
14946,Undergraduate,14946
14947,Undergraduate,14947
14948,Undergraduate,14948
14949,Master,14949
14950,Master,14950
14951,Undergraduate,14951
14952,Master,14952
14953,Other,14953
14954,Undergraduate,14954
14955,Master,14955
14956,Master,14956
14957,Undergraduate,14957
14958,Other,14958
14959,Undergraduate,14959
14960,Other,14960
14961,Undergraduate,14961
14962,Master,14962
14963,Other,14963
14964,Undergraduate,14964
14965,Other,14965
14966,Undergraduate,14966
14967,Undergraduate,14967
14968,Other,14968
14969,Undergraduate,14969
14970,Other,14970
14971,Undergraduate,14971
14972,Other,14972
14973,Master,14973
14974,Master,14974
14975,Other,14975
14976,Master,14976
14977,PhD,14977
14978,Undergraduate,14978
14979,Other,14979
14980,Undergraduate,14980
14981,Undergraduate,14981
14982,Other,14982
14983,Undergraduate,14983
14984,Master,14984
14985,Undergraduate,14985
14986,Undergraduate,14986
14987,Other,14987
14988,Undergraduate,14988
14989,Undergraduate,14989
14990,Master,14990
14991,Undergraduate,14991
14992,Undergraduate,14992
14993,NoHigherEd,14993
14994,Master,14994
14995,Other,14995
14996,Master,14996
14997,Undergraduate,14997
14998,Master,14998
14999,PhD,14999
15000,Undergraduate,15000
15001,Master,15001
15002,Undergraduate,15002
15003,Undergraduate,15003
15004,Undergraduate,15004
15005,Master,15005
15006,Master,15006
15007,Undergraduate,15007
15008,Other,15008
15009,Other,15009
15010,Other,15010
15011,Master,15011
15012,Undergraduate,15012
15013,PhD,15013
15014,Master,15014
15015,Undergraduate,15015
15016,Undergraduate,15016
15017,Undergraduate,15017
15018,Undergraduate,15018
15019,Undergraduate,15019
15020,Master,15020
15021,Master,15021
15022,Master,15022
15023,Undergraduate,15023
15024,Undergraduate,15024
15025,Undergraduate,15025
15026,Undergraduate,15026
15027,Undergraduate,15027
15028,Undergraduate,15028
15029,Master,15029
15030,Undergraduate,15030
15031,Master,15031
15032,PhD,15032
15033,NoHigherEd,15033
15034,PhD,15034
15035,Undergraduate,15035
15036,Undergraduate,15036
15037,Undergraduate,15037
15038,Other,15038
15039,Undergraduate,15039
15040,Undergraduate,15040
15041,Undergraduate,15041
15042,Master,15042
15043,Undergraduate,15043
15044,Undergraduate,15044
15045,Master,15045
15046,Undergraduate,15046
15047,Undergraduate,15047
15048,Undergraduate,15048
15049,Undergraduate,15049
15050,Master,15050
15051,Undergraduate,15051
15052,Other,15052
15053,Master,15053
15054,Master,15054
15055,Master,15055
15056,Other,15056
15057,Undergraduate,15057
15058,Master,15058
15059,Master,15059
15060,Undergraduate,15060
15061,Undergraduate,15061
15062,Master,15062
15063,Undergraduate,15063
15064,NoHigherEd,15064
15065,Undergraduate,15065
15066,Master,15066
15067,Undergraduate,15067
15068,Master,15068
15069,Master,15069
15070,Undergraduate,15070
15071,Undergraduate,15071
15072,Master,15072
15073,PhD,15073
15074,Undergraduate,15074
15075,Master,15075
15076,Undergraduate,15076
15077,Master,15077
15078,Undergraduate,15078
15079,PhD,15079
15080,Undergraduate,15080
15081,Other,15081
15082,Master,15082
15083,Other,15083
15084,Other,15084
15085,Master,15085
15086,Master,15086
15087,Master,15087
15088,Master,15088
15089,Undergraduate,15089
15090,PhD,15090
15091,Undergraduate,15091
15092,Other,15092
15093,Undergraduate,15093
15094,NoHigherEd,15094
15095,Undergraduate,15095
15096,Undergraduate,15096
15097,Undergraduate,15097
15098,Master,15098
15099,Undergraduate,15099
15100,Undergraduate,15100
15101,Master,15101
15102,Other,15102
15103,Undergraduate,15103
15104,Undergraduate,15104
15105,Master,15105
15106,Undergraduate,15106
15107,Undergraduate,15107
15108,Master,15108
15109,Undergraduate,15109
15110,Other,15110
15111,Undergraduate,15111
15112,Undergraduate,15112
15113,Undergraduate,15113
15114,Other,15114
15115,Undergraduate,15115
15116,Undergraduate,15116
15117,Undergraduate,15117
15118,Master,15118
15119,NoHigherEd,15119
15120,Master,15120
15121,Undergraduate,15121
15122,Other,15122
15123,Undergraduate,15123
15124,Master,15124
15125,Undergraduate,15125
15126,Undergraduate,15126
15127,Other,15127
15128,Master,15128
15129,Undergraduate,15129
15130,Undergraduate,15130
15131,Undergraduate,15131
15132,Undergraduate,15132
15133,Other,15133
15134,Undergraduate,15134
15135,Undergraduate,15135
15136,Undergraduate,15136
15137,Undergraduate,15137
15138,Undergraduate,15138
15139,Undergraduate,15139
15140,NoHigherEd,15140
15141,Other,15141
15142,Undergraduate,15142
15143,Undergraduate,15143
15144,Other,15144
15145,Undergraduate,15145
15146,Master,15146
15147,Other,15147
15148,Undergraduate,15148
15149,NoHigherEd,15149
15150,Undergraduate,15150
15151,Master,15151
15152,Undergraduate,15152
15153,Master,15153
15154,Undergraduate,15154
15155,Undergraduate,15155
15156,Undergraduate,15156
15157,Undergraduate,15157
15158,Undergraduate,15158
15159,NoHigherEd,15159
15160,Undergraduate,15160
15161,Master,15161
15162,Other,15162
15163,Master,15163
15164,Undergraduate,15164
15165,Undergraduate,15165
15166,Master,15166
15167,Undergraduate,15167
15168,Master,15168
15169,PhD,15169
15170,Master,15170
15171,Master,15171
15172,PhD,15172
15173,PhD,15173
15174,Undergraduate,15174
15175,Other,15175
15176,Undergraduate,15176
15177,Undergraduate,15177
15178,NoHigherEd,15178
15179,Undergraduate,15179
15180,Master,15180
15181,Undergraduate,15181
15182,Undergraduate,15182
15183,Other,15183
15184,Other,15184
15185,Undergraduate,15185
15186,Undergraduate,15186
15187,Undergraduate,15187
15188,Master,15188
15189,Undergraduate,15189
15190,Undergraduate,15190
15191,Master,15191
15192,Undergraduate,15192
15193,Other,15193
15194,Master,15194
15195,Master,15195
15196,Undergraduate,15196
15197,Undergraduate,15197
15198,Undergraduate,15198
15199,Undergraduate,15199
15200,Other,15200
15201,Undergraduate,15201
15202,Undergraduate,15202
15203,Undergraduate,15203
15204,Undergraduate,15204
15205,Undergraduate,15205
15206,Undergraduate,15206
15207,Master,15207
15208,Other,15208
15209,PhD,15209
15210,Other,15210
15211,Master,15211
15212,Undergraduate,15212
15213,Undergraduate,15213
15214,Undergraduate,15214
15215,Other,15215
15216,Master,15216
15217,Other,15217
15218,Undergraduate,15218
15219,Other,15219
15220,Undergraduate,15220
15221,Undergraduate,15221
15222,Undergraduate,15222
15223,Undergraduate,15223
15224,Master,15224
15225,Other,15225
15226,Other,15226
15227,Undergraduate,15227
15228,Other,15228
15229,Undergraduate,15229
15230,Other,15230
15231,Other,15231
15232,Undergraduate,15232
15233,Other,15233
15234,NoHigherEd,15234
15235,Undergraduate,15235
15236,Undergraduate,15236
15237,Undergraduate,15237
15238,Undergraduate,15238
15239,Undergraduate,15239
15240,Other,15240
15241,Undergraduate,15241
15242,Undergraduate,15242
15243,Other,15243
15244,Other,15244
15245,PhD,15245
15246,Other,15246
15247,PhD,15247
15248,Master,15248
15249,Other,15249
15250,Master,15250
15251,Undergraduate,15251
15252,Master,15252
15253,Undergraduate,15253
15254,Undergraduate,15254
15255,Undergraduate,15255
15256,Master,15256
15257,Master,15257
15258,Undergraduate,15258
15259,Undergraduate,15259
15260,Other,15260
15261,Undergraduate,15261
15262,Undergraduate,15262
